Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,TD,Y/A,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
174,174,15,16,2024-12-21,KAN,,HOU,W 27-19,*,7,5,30,6.0,0,71.4,4.3,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,87.8,0,0.0,0,0.0
175,175,16,17,2024-12-25,KAN,@,PIT,W 29-10,*,11,8,84,10.5,1,72.7,7.6,0,0,0,,0,0,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,88.7,0,0.0,0,0.0
1,1,1,1,2014-09-04,GNB,@,SEA,L 16-36,,0,0,0,,0,,,0,0,0,,0,0,0,0,,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,9,14.5,0,0.0,9,33.3
2,2,2,2,2014-09-14,GNB,,NYJ,W 31-24,,7,5,50,10.0,0,71.4,7.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,36,50.7,0,0.0,7,23.3
3,3,3,3,2014-09-21,GNB,@,DET,L 7-19,,3,2,11,5.5,0,66.7,3.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,34,64.2,0,0.0,0,0.0
4,4,4,4,2014-09-28,GNB,@,CHI,W 38-17,,3,2,18,9.0,0,66.7,6.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,37,71.2,0,0.0,0,0.0
5,5,5,5,2014-10-02,GNB,,MIN,W 42-10,*,4,1,11,11.0,1,25.0,2.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,44,81.5,0,0.0,0,0.0
6,6,6,6,2014-10-12,GNB,@,MIA,W 27-24,*,8,6,77,12.8,0,75.0,9.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,62,77.5,0,0.0,0,0.0
7,7,7,7,2014-10-19,GNB,,CAR,W 38-17,*,1,1,21,21.0,1,100.0,21.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,46,79.3,0,0.0,9,28.1
8,8,8,8,2014-10-26,GNB,@,NOR,L 23-44,*,9,7,75,10.7,0,77.8,8.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,95.6,0,0.0,1,3.7
9,9,9,10,2014-11-09,GNB,,CHI,W 55-14,,2,1,10,10.0,0,50.0,5.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,38,56.7,0,0.0,17,53.1
10,10,10,11,2014-11-16,GNB,,PHI,W 53-20,*,2,2,13,6.5,1,100.0,6.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,43,63.2,0,0.0,5,14.7
11,11,11,12,2014-11-23,GNB,@,MIN,W 24-21,*,4,1,10,10.0,0,25.0,2.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,46,70.8,0,0.0,0,0.0
12,12,12,13,2014-11-30,GNB,,NWE,W 26-21,*,11,6,121,20.2,0,54.5,11.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,59,80.8,0,0.0,0,0.0
13,13,13,14,2014-12-08,GNB,,ATL,W 43-37,*,4,1,6,6.0,0,25.0,1.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,49,72.1,0,0.0,0,0.0
14,14,14,15,2014-12-14,GNB,@,BUF,L 13-21,*,4,1,6,6.0,0,25.0,1.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,90.1,0,0.0,0,0.0
15,15,15,16,2014-12-21,GNB,@,TAM,W 20-3,*,4,2,17,8.5,0,50.0,4.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,46,62.2,0,0.0,0,0.0
16,16,16,17,2014-12-28,GNB,,DET,W 30-20,*,0,0,0,,0,,,0,0,0,,0,0,0,0,,,,0.0,0,0,0,0,,0,0,0,0,0,0,0,60,90.9,0,0.0,0,0.0
17,17,1,1,2015-09-13,GNB,@,CHI,W 31-23,*,8,4,59,14.8,0,50.0,7.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,57,96.6,0,0.0,1,3.8
18,18,2,2,2015-09-20,GNB,,SEA,W 27-17,*,5,5,33,6.6,0,100.0,6.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,56,78.9,0,0.0,0,0.0
19,19,3,3,2015-09-28,GNB,,KAN,W 38-28,*,2,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,3,3.9,0,0.0,0,0.0
20,20,7,8,2015-11-01,GNB,@,DEN,L 10-29,*,2,1,8,8.0,0,50.0,4.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,51,96.2,0,0.0,0,0.0
21,21,8,9,2015-11-08,GNB,@,CAR,L 29-37,*,11,7,93,13.3,0,63.6,8.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,97.4,0,0.0,0,0.0
22,22,9,10,2015-11-15,GNB,,DET,L 16-18,*,21,10,79,7.9,0,47.6,3.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,87,100.0,0,0.0,0,0.0
23,23,10,11,2015-11-22,GNB,@,MIN,W 30-13,*,4,3,36,12.0,0,75.0,9.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,61,79.2,0,0.0,0,0.0
24,24,11,12,2015-11-26,GNB,,CHI,L 13-17,*,11,2,14,7.0,0,18.2,1.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,88.5,0,0.0,0,0.0
25,25,12,13,2015-12-03,GNB,@,DET,W 27-23,*,7,4,21,5.3,1,57.1,3.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,64,95.5,0,0.0,0,0.0
26,26,13,14,2015-12-13,GNB,,DAL,W 28-7,*,3,2,12,6.0,0,66.7,4.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,71,81.6,0,0.0,0,0.0
27,27,14,15,2015-12-20,GNB,@,OAK,W 30-20,*,8,5,32,6.4,0,62.5,4.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,63,82.9,0,0.0,0,0.0
28,28,15,16,2015-12-27,GNB,@,ARI,L 8-38,*,6,3,42,14.0,0,50.0,7.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,70.8,0,0.0,0,0.0
29,29,16,17,2016-01-03,GNB,,MIN,L 13-20,,6,4,54,13.5,0,66.7,9.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,54,68.4,0,0.0,0,0.0
30,30,1,1,2016-09-11,GNB,@,JAX,W 27-23,*,7,3,50,16.7,1,42.9,7.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
31,31,2,2,2016-09-18,GNB,@,MIN,L 14-17,*,7,3,26,8.7,0,42.9,3.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,54,76.1,0,0.0,0,0.0
32,32,3,3,2016-09-25,GNB,,DET,W 34-27,,2,2,23,11.5,1,100.0,11.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,25,46.3,0,0.0,0,0.0
33,33,4,5,2016-10-09,GNB,,NYG,W 23-16,*,8,5,85,17.0,1,62.5,10.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,75.0,0,0.0,0,0.0
34,34,5,6,2016-10-16,GNB,,DAL,L 16-30,*,3,2,34,17.0,0,66.7,11.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,44.3,0,0.0,0,0.0
35,35,6,7,2016-10-20,GNB,,CHI,W 26-10,*,16,13,132,10.2,2,81.3,8.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,70,80.5,0,0.0,0,0.0
36,36,7,8,2016-10-30,GNB,@,ATL,L 32-33,*,14,12,74,6.2,0,85.7,5.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,1,0,0,0,0,0,58,93.5,0,0.0,2,7.7
37,37,8,9,2016-11-06,GNB,,IND,L 26-31,*,8,4,41,10.3,1,50.0,5.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,66,95.7,0,0.0,0,0.0
38,38,9,10,2016-11-13,GNB,@,TEN,L 25-47,*,9,6,156,26.0,0,66.7,17.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,74,94.9,0,0.0,0,0.0
39,39,10,11,2016-11-20,GNB,@,WAS,L 24-42,*,6,3,42,14.0,0,50.0,7.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,65,95.6,0,0.0,0,0.0
40,40,11,12,2016-11-28,GNB,@,PHI,W 27-13,*,6,5,113,22.6,2,83.3,18.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,64,90.1,0,0.0,0,0.0
41,41,12,13,2016-12-04,GNB,,HOU,W 21-13,*,7,1,17,17.0,0,14.3,2.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,49,84.5,0,0.0,1,4.5
42,42,13,14,2016-12-11,GNB,,SEA,W 38-10,*,6,4,104,26.0,1,66.7,17.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,53,89.8,0,0.0,1,3.7
43,43,14,15,2016-12-18,GNB,@,CHI,W 30-27,*,6,2,25,12.5,0,33.3,4.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,60,98.4,0,0.0,0,0.0
44,44,15,16,2016-12-24,GNB,,MIN,W 38-25,*,7,4,44,11.0,1,57.1,6.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,55,93.2,0,0.0,2,5.9
45,45,16,17,2017-01-01,GNB,@,DET,W 31-24,*,9,6,31,5.2,2,66.7,3.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,70,93.3,0,0.0,2,7.1
46,46,1,1,2017-09-10,GNB,,SEA,W 17-9,*,7,3,47,15.7,0,42.9,6.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,67,81.7,0,0.0,0,0.0
47,47,2,2,2017-09-17,GNB,@,ATL,L 23-34,*,10,8,99,12.4,1,80.0,9.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,71,93.4,0,0.0,0,0.0
48,48,3,3,2017-09-24,GNB,,CIN,W 27-24 (OT),*,6,3,60,20.0,0,50.0,10.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,67,95.7,0,0.0,0,0.0
49,49,4,4,2017-09-28,GNB,,CHI,W 35-14,*,5,2,13,6.5,1,40.0,2.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,40,72.7,0,0.0,0,0.0
50,50,5,5,2017-10-08,GNB,@,DAL,W 35-31,*,11,7,66,9.4,2,63.6,6.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,56,93.3,0,0.0,0,0.0
51,51,6,6,2017-10-15,GNB,@,MIN,L 10-23,*,10,5,54,10.8,1,50.0,5.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
52,52,7,7,2017-10-22,GNB,,NOR,L 17-26,*,5,2,12,6.0,0,40.0,2.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,48,87.3,0,0.0,0,0.0
53,53,8,9,2017-11-06,GNB,,DET,L 17-30,*,10,7,53,7.6,0,70.0,5.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,56,94.9,0,0.0,0,0.0
54,54,9,10,2017-11-12,GNB,@,CHI,W 23-16,*,8,5,90,18.0,1,62.5,11.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,54,81.8,0,0.0,0,0.0
55,55,10,11,2017-11-19,GNB,,BAL,L 0-23,*,10,8,126,15.8,0,80.0,12.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,65,95.6,0,0.0,0,0.0
56,56,11,12,2017-11-26,GNB,@,PIT,L 28-31,*,8,5,82,16.4,1,62.5,10.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,48,87.3,0,0.0,0,0.0
57,57,12,13,2017-12-03,GNB,,TAM,W 26-20 (OT),*,6,4,42,10.5,0,66.7,7.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,49,89.1,0,0.0,0,0.0
58,58,13,14,2017-12-10,GNB,@,CLE,W 27-21 (OT),*,14,10,84,8.4,2,71.4,6.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,64,84.2,0,0.0,0,0.0
59,59,14,15,2017-12-17,GNB,@,CAR,L 24-31,*,7,5,57,11.4,1,71.4,8.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,27,39.1,0,0.0,0,0.0
60,60,1,1,2018-09-09,GNB,,CHI,W 24-23,*,8,5,88,17.6,1,62.5,11.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,59,98.3,0,0.0,0,0.0
61,61,2,2,2018-09-16,GNB,,MIN,T 29-29 (OT),*,12,8,64,8.0,1,66.7,5.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,75,97.4,0,0.0,0,0.0
62,62,3,3,2018-09-23,GNB,@,WAS,L 17-31,*,9,7,52,7.4,1,77.8,5.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,68,98.6,0,0.0,0,0.0
63,63,4,4,2018-09-30,GNB,,BUF,W 22-0,*,14,8,81,10.1,0,57.1,5.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
64,64,5,5,2018-10-07,GNB,@,DET,L 23-31,*,12,9,140,15.6,1,75.0,11.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,71,87.7,0,0.0,0,0.0
65,65,6,6,2018-10-15,GNB,,SFO,W 33-30,*,16,10,132,13.2,2,62.5,8.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,63,88.7,0,0.0,0,0.0
66,66,7,8,2018-10-28,GNB,@,LAR,L 27-29,*,7,5,133,26.6,0,71.4,19.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,40,76.9,0,0.0,0,0.0
67,67,8,9,2018-11-04,GNB,@,NWE,L 17-31,*,9,6,40,6.7,1,66.7,4.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,71,95.9,0,0.0,0,0.0
68,68,9,10,2018-11-11,GNB,,MIA,W 31-12,*,7,4,57,14.3,2,57.1,8.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,53,93.0,0,0.0,0,0.0
69,69,10,11,2018-11-15,GNB,@,SEA,L 24-27,*,12,10,166,16.6,0,83.3,13.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,46,93.9,0,0.0,0,0.0
70,70,11,12,2018-11-25,GNB,@,MIN,L 17-24,*,8,5,69,13.8,1,62.5,8.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
71,71,12,13,2018-12-02,GNB,,ARI,L 17-20,*,13,8,93,11.6,1,61.5,7.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,72,94.7,0,0.0,0,0.0
72,72,13,14,2018-12-09,GNB,,ATL,W 34-20,*,11,7,81,11.6,1,63.6,7.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,56,86.2,0,0.0,1,3.6
73,73,14,15,2018-12-16,GNB,@,CHI,L 17-24,*,13,8,119,14.9,0,61.5,9.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,64,94.1,0,0.0,0,0.0
74,74,15,16,2018-12-23,GNB,@,NYJ,W 44-38 (OT),*,18,11,71,6.5,1,61.1,3.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,0,0,0,0,0,86,95.6,0,0.0,0,0.0
75,75,1,1,2019-09-05,GNB,@,CHI,W 10-3,*,8,4,36,9.0,0,50.0,4.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,96.7,0,0.0,0,0.0
76,76,2,2,2019-09-15,GNB,,MIN,W 21-16,*,9,7,106,15.1,0,77.8,11.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,95.8,0,0.0,0,0.0
77,77,3,3,2019-09-22,GNB,,DEN,W 27-16,*,4,4,56,14.0,0,100.0,14.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,90.7,0,0.0,0,0.0
78,78,4,4,2019-09-26,GNB,,PHI,L 27-34,*,15,10,180,18.0,0,66.7,12.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,69.6,0,0.0,0,0.0
79,79,9,9,2019-11-03,GNB,@,LAC,L 11-26,*,11,7,41,5.9,0,63.6,3.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,84.0,0,0.0,0,0.0
80,80,10,10,2019-11-10,GNB,,CAR,W 24-16,*,10,7,118,16.9,0,70.0,11.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,78.1,0,0.0,0,0.0
81,81,11,12,2019-11-24,GNB,@,SFO,L 8-37,*,12,7,43,6.1,1,58.3,3.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,74.7,0,0.0,0,0.0
82,82,12,13,2019-12-01,GNB,@,NYG,W 31-13,*,10,6,64,10.7,2,60.0,6.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,51,78.5,0,0.0,0,0.0
83,83,13,14,2019-12-08,GNB,,WAS,W 20-15,*,6,4,41,10.3,0,66.7,6.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,83.3,0,0.0,1,4.0
84,84,14,15,2019-12-15,GNB,,CHI,W 21-13,*,13,7,103,14.7,1,53.8,7.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,93.2,0,0.0,0,0.0
85,85,15,16,2019-12-23,GNB,@,MIN,W 23-10,*,16,13,116,8.9,0,81.3,7.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,62,80.5,0,0.0,0,0.0
86,86,16,17,2019-12-29,GNB,@,DET,W 23-20,*,13,7,93,13.3,1,53.8,7.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,78,88.6,0,0.0,0,0.0
87,87,1,1,2020-09-13,GNB,@,MIN,W 43-34,*,17,14,156,11.1,2,82.4,9.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,89.7,0,0.0,1,3.8
88,88,2,2,2020-09-20,GNB,,DET,W 42-21,*,3,3,36,12.0,0,100.0,12.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,52.1,0,0.0,0,0.0
89,89,5,6,2020-10-18,GNB,@,TAM,L 10-38,*,10,6,61,10.2,0,60.0,6.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,82.5,0,0.0,0,0.0
90,90,6,7,2020-10-25,GNB,@,HOU,W 35-20,*,16,13,196,15.1,2,81.3,12.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,91.9,0,0.0,1,3.3
91,91,7,8,2020-11-01,GNB,,MIN,L 22-28,*,11,7,53,7.6,3,63.6,4.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
92,92,8,9,2020-11-05,GNB,@,SFO,W 34-17,*,12,10,173,17.3,1,83.3,14.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,75.8,0,0.0,1,3.7
93,93,9,10,2020-11-15,GNB,,JAX,W 24-20,*,12,8,66,8.3,1,66.7,5.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,53,81.5,0,0.0,0,0.0
94,94,10,11,2020-11-22,GNB,@,IND,L 31-34 (OT),*,9,7,106,15.1,1,77.8,11.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,95.0,0,0.0,0,0.0
95,95,11,12,2020-11-29,GNB,,CHI,W 41-25,*,9,6,61,10.2,1,66.7,6.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,88.7,0,0.0,2,8.0
96,96,12,13,2020-12-06,GNB,,PHI,W 30-16,*,12,10,121,12.1,2,83.3,10.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,88.5,0,0.0,0,0.0
97,97,13,14,2020-12-13,GNB,@,DET,W 31-24,*,10,7,115,16.4,1,70.0,11.5,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,92.5,0,0.0,1,3.8
98,98,14,15,2020-12-19,GNB,,CAR,W 24-16,*,10,7,42,6.0,0,70.0,4.2,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,96.8,0,0.0,1,3.6
99,99,15,16,2020-12-27,GNB,,TEN,W 40-14,*,12,11,142,12.9,3,91.7,11.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,71.2,0,0.0,0,0.0
100,100,16,17,2021-01-03,GNB,@,CHI,W 35-16,*,6,6,46,7.7,1,100.0,7.7,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,89.1,0,0.0,0,0.0
101,101,1,1,2021-09-12,GNB,@,NOR,L 3-38,*,7,5,56,11.2,0,71.4,8.0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,70.2,0,0.0,0,0.0
102,102,2,2,2021-09-20,GNB,,DET,W 35-17,*,9,8,121,15.1,0,88.9,13.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,87.7,0,0.0,0,0.0
103,103,3,3,2021-09-26,GNB,@,SFO,W 30-28,*,18,12,132,11.0,1,66.7,7.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,88.9,0,0.0,0,0.0
104,104,4,4,2021-10-03,GNB,,PIT,W 27-17,*,11,6,64,10.7,0,54.5,5.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,87.5,0,0.0,1,4.0
105,105,5,5,2021-10-10,GNB,@,CIN,W 25-22 (OT),*,16,11,206,18.7,1,68.8,12.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,90.6,0,0.0,0,0.0
106,106,6,6,2021-10-17,GNB,@,CHI,W 24-14,*,5,4,89,22.3,0,80.0,17.8,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,84.7,0,0.0,0,0.0
107,107,7,7,2021-10-24,GNB,,WAS,W 24-10,*,7,6,76,12.7,1,85.7,10.9,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,85.7,0,0.0,1,5.3
108,108,9,9,2021-11-07,GNB,@,KAN,L 7-13,*,14,6,42,7.0,0,42.9,3.0,0,0,0,,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,58,92.1,0,0.0,0,0.0
109,109,10,10,2021-11-14,GNB,,SEA,W 17-0,*,11,7,78,11.1,0,63.6,7.1,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
110,110,11,11,2021-11-21,GNB,@,MIN,L 31-34,*,8,7,115,16.4,2,87.5,14.4,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,88.1,0,0.0,0,0.0
111,111,12,12,2021-11-28,GNB,,LAR,W 36-28,*,9,8,104,13.0,0,88.9,11.6,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,97.6,0,0.0,1,2.8
112,112,13,14,2021-12-12,GNB,,CHI,W 45-30,*,13,10,121,12.1,2,76.9,9.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,89.2,0,0.0,1,2.8
113,113,14,15,2021-12-19,GNB,@,BAL,W 31-30,*,7,6,44,7.3,1,85.7,6.3,0,0,0,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,91.9,0,0.0,2,8.0
