Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,TD,Y/A,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
84,176,11,12,1998-11-22,MIN,,GNB,W 28-14,*,4,3,28,9.3,1,75.0,7.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
85,192,11,12,1999-11-28,MIN,,SDG,W 35-27,*,17,11,136,12.4,2,64.7,8.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
86,208,11,12,2000-11-19,MIN,,CAR,W 31-17,*,10,8,138,17.3,1,80.0,13.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,1,0,0
87,224,11,12,2001-12-02,MIN,@,PIT,L 16-21,*,5,4,35,8.8,0,80.0,7.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
88,4,10,11,1987-11-22,PHI,,STL,L 19-31,,,0,0,,0,,,0,0,0,,0,0,,0,0,0,,,,0,,0,0,0,,0,,,0,0,0
89,20,11,11,1988-11-13,PHI,@,PIT,W 27-26,*,,3,73,24.3,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
90,36,11,11,1989-11-19,PHI,,MIN,W 10-9,*,,4,27,6.8,1,,,1,11,0,11.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
91,51,10,11,1990-11-18,MIN,@,SEA,W 24-21,,,2,12,6.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
92,68,11,11,1991-11-11,MIN,,CHI,L 17-34,*,,8,85,10.6,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
93,83,10,11,1992-11-15,MIN,,HOU,L 13-17,*,7,3,38,12.7,0,42.9,5.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,,0,0,0,0
94,94,9,11,1993-11-14,MIN,@,DEN,W 26-23,*,11,6,134,22.3,1,54.5,12.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
95,111,10,11,1994-11-13,MIN,@,NWE,L 20-26 (OT),*,7,5,33,6.6,0,71.4,4.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,0,0,0
96,127,10,11,1995-11-12,MIN,@,ARI,W 30-24 (OT),*,17,12,157,13.1,2,70.6,9.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
97,143,10,11,1996-11-10,MIN,@,SEA,L 23-42,*,12,7,142,20.3,0,58.3,11.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
98,159,10,11,1997-11-09,MIN,,CHI,W 29-22,*,13,8,69,8.6,0,61.5,5.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
99,175,10,11,1998-11-15,MIN,,CIN,W 24-3,*,7,5,87,17.4,0,71.4,12.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
100,207,10,11,2000-11-12,MIN,,ARI,W 31-14,*,12,11,119,10.8,1,91.7,9.9,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
101,223,10,11,2001-11-25,MIN,,CHI,L 6-13,*,12,5,45,9.0,0,41.7,3.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
102,3,9,10,1987-11-15,PHI,,NYG,L 17-20,,,0,0,,0,,,0,0,0,,0,0,,0,0,0,,,,0,,0,0,0,,0,,,0,0,0
103,19,10,10,1988-11-06,PHI,,RAM,W 30-24,*,,5,61,12.2,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
104,35,10,10,1989-11-12,PHI,,WAS,L 3-10,*,,3,29,9.7,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
105,50,9,10,1990-11-11,MIN,@,DET,W 17-7,,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
106,67,10,10,1991-11-03,MIN,,TAM,W 28-13,*,,3,31,10.3,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
107,82,9,10,1992-11-08,MIN,@,TAM,W 35-7,*,10,8,84,10.5,0,80.0,8.4,1,2,0,2.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
108,93,8,10,1993-11-07,MIN,,SDG,L 17-30,*,13,6,75,12.5,0,46.2,5.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
109,110,9,10,1994-11-06,MIN,,NOR,W 21-20,*,17,12,151,12.6,0,70.6,8.9,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
110,126,9,10,1995-11-05,MIN,,GNB,W 27-24,*,13,9,91,10.1,1,69.2,7.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
111,142,9,10,1996-11-03,MIN,,KAN,L 6-21,*,14,9,89,9.9,1,64.3,6.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
112,158,9,10,1997-11-02,MIN,,NWE,W 23-18,*,11,8,116,14.5,1,72.7,10.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,0,0,0
113,174,9,10,1998-11-08,MIN,,NOR,W 31-24,*,11,6,71,11.8,1,54.5,6.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
114,191,10,10,1999-11-14,MIN,@,CHI,W 27-24 (OT),*,12,9,141,15.7,3,75.0,11.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
115,206,9,10,2000-11-06,MIN,@,GNB,L 20-26 (OT),*,10,5,59,11.8,1,50.0,5.9,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
116,222,9,10,2001-11-19,MIN,,NYG,W 28-16,*,13,10,46,4.6,1,76.9,3.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
117,2,8,9,1987-11-08,PHI,,WAS,W 31-27,,,0,0,,0,,,0,0,0,,0,0,,0,0,0,,,,0,,1,28,0,28.0,0,,0,0,0,0
118,18,9,9,1988-10-30,PHI,,ATL,L 24-27,*,,4,85,21.3,2,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
119,34,9,9,1989-11-05,PHI,@,SDG,L 17-20,*,,3,47,15.7,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
120,49,8,9,1990-11-04,MIN,,DEN,W 27-22,,,0,0,,0,,,1,8,0,8.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
121,66,9,9,1991-10-27,MIN,@,PHO,W 28-0,*,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
122,81,8,9,1992-11-02,MIN,@,CHI,W 38-10,*,8,2,41,20.5,0,25.0,5.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
123,92,7,9,1993-10-31,MIN,,DET,L 27-30,*,11,9,88,9.8,1,81.8,8.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
124,109,8,9,1994-10-30,MIN,@,TAM,W 36-13,*,6,5,51,10.2,0,83.3,8.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
125,125,8,9,1995-10-30,MIN,,CHI,L 6-14,*,11,8,68,8.5,0,72.7,6.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
126,141,8,9,1996-10-28,MIN,,CHI,L 13-15,*,10,5,34,6.8,0,50.0,3.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
127,157,8,9,1997-10-26,MIN,@,TAM,W 10-6,*,9,7,80,11.4,0,77.8,8.9,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
128,173,8,9,1998-11-01,MIN,@,TAM,L 24-27,*,3,2,13,6.5,0,66.7,4.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
129,190,9,9,1999-11-08,MIN,,DAL,W 27-17,*,10,9,116,12.9,1,90.0,11.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
130,205,8,9,2000-10-29,MIN,@,TAM,L 13-41,*,17,7,115,16.4,0,41.2,6.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
131,221,8,9,2001-11-11,MIN,@,PHI,L 17-48,*,7,5,81,16.2,1,71.4,11.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
132,230,8,9,2002-11-04,MIA,@,GNB,L 10-24,*,5,3,31,10.3,0,60.0,6.2,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,1,0,0,0,0
133,1,7,8,1987-11-01,PHI,@,STL,W 28-23,,,1,22,22.0,1,,,0,0,0,,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,,0,,0,0,0,0
134,17,8,8,1988-10-23,PHI,,DAL,W 24-23,*,,1,12,12.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
135,33,8,8,1989-10-29,PHI,@,DEN,W 28-24,*,,2,9,4.5,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
136,48,7,8,1990-10-28,MIN,@,GNB,L 10-24,,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
137,65,8,8,1991-10-20,MIN,@,NWE,L 23-26 (OT),*,,10,114,11.4,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
138,80,7,8,1992-10-25,MIN,,WAS,L 13-15,*,5,3,67,22.3,0,60.0,13.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
139,91,6,8,1993-10-25,MIN,@,CHI,W 19-12,*,9,5,31,6.2,0,55.6,3.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
140,108,7,8,1994-10-20,MIN,,GNB,W 13-10 (OT),*,15,10,68,6.8,0,66.7,4.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
141,124,7,8,1995-10-22,MIN,@,GNB,L 21-38,*,14,5,58,11.6,0,35.7,4.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
142,172,7,8,1998-10-25,MIN,@,DET,W 34-13,*,7,5,73,14.6,1,71.4,10.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
143,189,8,8,1999-10-31,MIN,@,DEN,W 23-20,*,11,8,144,18.0,2,72.7,13.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
144,204,7,8,2000-10-22,MIN,,BUF,W 31-27,*,12,7,107,15.3,2,58.3,8.9,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,1,0,0
145,16,7,7,1988-10-16,PHI,@,CLE,L 3-19,*,,2,30,15.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
146,32,7,7,1989-10-22,PHI,,RAI,W 10-7,*,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
147,64,7,7,1991-10-13,MIN,,PHO,W 34-7,*,,6,118,19.7,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
148,79,6,7,1992-10-15,MIN,,DET,W 31-14,*,7,6,83,13.8,1,85.7,11.9,3,12,0,4.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
149,123,6,7,1995-10-15,MIN,@,TAM,L 17-20 (OT),*,9,4,21,5.3,0,44.4,2.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
150,140,7,7,1996-10-13,MIN,@,TAM,L 13-24,*,5,3,63,21.0,0,60.0,12.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,1,0,0,0,0
151,156,7,7,1997-10-12,MIN,,CAR,W 21-14,*,6,2,18,9.0,1,33.3,3.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
152,171,6,7,1998-10-18,MIN,,WAS,W 41-7,*,7,5,109,21.8,1,71.4,15.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
153,188,7,7,1999-10-24,MIN,,SFO,W 40-16,*,9,7,84,12.0,1,77.8,9.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
154,203,6,7,2000-10-15,MIN,@,CHI,W 28-16,*,10,7,111,15.9,1,70.0,11.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
155,220,7,7,2001-10-28,MIN,@,TAM,L 14-41,*,8,4,55,13.8,0,50.0,6.9,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
156,15,6,6,1988-10-10,PHI,,NYG,W 24-13,*,,5,162,32.4,1,,,1,1,0,1.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
157,31,6,6,1989-10-15,PHI,@,PHO,W 17-5,*,,2,42,21.0,2,,,1,5,0,5.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
158,47,6,6,1990-10-15,MIN,@,PHI,L 24-32,*,,6,151,25.2,2,,,1,-2,0,-2.0,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
159,63,6,6,1991-10-06,MIN,@,DET,L 20-24,*,,2,19,9.5,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
160,90,5,6,1993-10-10,MIN,,TAM,W 15-0,*,8,5,57,11.4,0,62.5,7.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
161,107,6,6,1994-10-10,MIN,@,NYG,W 27-10,*,5,4,50,12.5,1,80.0,10.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
162,122,5,6,1995-10-08,MIN,,HOU,W 23-17 (OT),*,20,12,115,9.6,2,60.0,5.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
163,139,6,6,1996-10-06,MIN,,CAR,W 14-12,*,15,7,90,12.9,2,46.7,6.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,1,0,0
164,155,6,6,1997-10-05,MIN,@,ARI,W 20-19,*,9,6,64,10.7,1,66.7,7.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
165,187,6,6,1999-10-17,MIN,@,DET,L 23-25,*,6,4,45,11.3,1,66.7,7.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
166,202,5,6,2000-10-09,MIN,,TAM,W 30-23,*,3,3,43,14.3,0,100.0,14.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
167,219,6,6,2001-10-21,MIN,,GNB,W 35-13,*,6,3,60,20.0,1,50.0,10.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
168,14,5,5,1988-10-02,PHI,,HOU,W 32-23,*,,2,58,29.0,1,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
169,30,5,5,1989-10-08,PHI,,NYG,W 21-19,*,,2,27,13.5,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
170,46,5,5,1990-10-07,MIN,,DET,L 27-34,,,1,7,7.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
171,62,5,5,1991-09-29,MIN,,DEN,L 6-13,*,,4,42,10.5,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
172,78,5,5,1992-10-04,MIN,,CHI,W 21-20,*,10,8,67,8.4,1,80.0,6.7,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
173,89,4,5,1993-10-03,MIN,@,SFO,L 19-38,*,11,5,70,14.0,1,45.5,6.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
174,106,5,5,1994-10-02,MIN,@,ARI,L 7-17,*,17,14,167,11.9,0,82.4,9.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,0,0,0,0,0
175,138,5,5,1996-09-29,MIN,@,NYG,L 10-15,*,9,6,55,9.2,0,66.7,6.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
176,154,5,5,1997-09-28,MIN,,PHI,W 28-19,*,11,5,58,11.6,1,45.5,5.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
177,170,5,5,1998-10-05,MIN,@,GNB,W 37-24,*,12,8,119,14.9,0,66.7,9.9,1,-1,0,-1.0,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
178,186,5,5,1999-10-10,MIN,,CHI,L 22-24,*,13,5,62,12.4,0,38.5,4.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
179,201,4,5,2000-10-01,MIN,@,DET,W 31-24,*,8,3,30,10.0,0,37.5,3.8,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
180,218,5,5,2001-10-14,MIN,,DET,W 31-26,*,9,8,111,13.9,1,88.9,12.3,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
181,13,4,4,1988-09-25,PHI,@,MIN,L 21-23,*,,1,3,3.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
182,29,4,4,1989-10-02,PHI,@,CHI,L 13-27,*,,8,113,14.1,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,,0,0,0,0
183,45,4,4,1990-09-30,MIN,,TAM,L 20-23 (OT),,,2,23,11.5,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
184,61,4,4,1991-09-22,MIN,@,NOR,L 0-26,*,,3,16,5.3,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
185,77,4,4,1992-09-27,MIN,@,CIN,W 42-7,*,13,11,124,11.3,2,84.6,9.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
186,88,3,4,1993-09-26,MIN,,GNB,W 15-13,*,11,4,44,11.0,0,36.4,4.0,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
187,105,4,4,1994-09-25,MIN,,MIA,W 38-35,*,8,7,81,11.6,3,87.5,10.1,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
188,121,4,4,1995-09-24,MIN,@,PIT,W 44-24,*,9,6,67,11.2,2,66.7,7.4,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
189,137,4,4,1996-09-22,MIN,,GNB,W 30-21,*,10,5,65,13.0,0,50.0,6.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
190,153,4,4,1997-09-21,MIN,@,GNB,L 32-38,*,9,5,32,6.4,1,55.6,3.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
191,169,4,4,1998-09-27,MIN,@,CHI,W 31-28,*,6,4,68,17.0,1,66.7,11.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0
192,185,4,4,1999-10-03,MIN,,TAM,W 21-14,*,9,6,41,6.8,0,66.7,4.6,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0
193,217,4,4,2001-10-07,MIN,@,NOR,L 15-28,*,8,4,84,21.0,0,50.0,10.5,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,1,1,0,0,0,0
194,12,3,3,1988-09-18,PHI,@,WAS,L 10-17,*,,1,3,3.0,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
195,28,3,3,1989-09-24,PHI,,SFO,L 28-38,*,,2,13,6.5,0,,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,,0,,0,0,0,0
196,44,3,3,1990-09-23,MIN,@,CHI,L 16-19,,,0,0,,0,,,0,0,0,,0,0,,0,0,,,,,,,0,0,0,,0,,,0,0,0
